CTYNAME,YEAR,MEDIAN_AGE_TOT
Jackson County,2,47.3
Jackson County,3,48.6
Jackson County,4,49.1
Jefferson County,1,40.2
Jefferson County,2,40.2
Jefferson County,3,40.3
Jefferson County,4,40.5
Kiowa County,1,44.5
Kiowa County,2,44.8
Kiowa County,3,44.6
Kiowa County,4,43.8
Kit Carson County,1,39.5
Kit Carson County,2,39.5
Kit Carson County,3,39.8
Kit Carson County,4,40.3
Lake County,1,37.2
Lake County,2,37.3
Lake County,3,37.5
Lake County,4,37.9
La Plata County,1,41.9
La Plata County,2,42.0
La Plata County,3,42.5
La Plata County,4,42.9
Larimer County,1,36.3
Larimer County,2,36.4
Larimer County,3,36.7
Larimer County,4,37.0
Las Animas County,1,46.2
Las Animas County,2,46.4
Las Animas County,3,46.7
Las Animas County,4,46.2
Lincoln County,1,39.1
Lincoln County,2,39.2
Lincoln County,3,39.7
Lincoln County,4,40.0
Logan County,1,39.2
Logan County,2,39.3
Logan County,3,39.2
Logan County,4,39.7
Mesa County,1,40.3
Mesa County,2,40.4
Mesa County,3,40.7
Mesa County,4,41.0
Mineral County,1,53.4
Mineral County,2,53.3
Mineral County,3,52.0
Mineral County,4,52.5
Moffat County,1,38.2
Moffat County,2,38.4
Moffat County,3,38.6
Moffat County,4,38.7
Montezuma County,1,44.5
Montezuma County,2,44.6
Montezuma County,3,44.4
Montezuma County,4,44.5
Montrose County,1,45.4
Montrose County,2,45.5
Montrose County,3,45.8
Montrose County,4,46.0
Morgan County,1,36.1
Morgan County,2,36.1
Morgan County,3,36.2
Morgan County,4,36.0
Otero County,1,40.0
Otero County,2,40.1
Otero County,3,40.2
Otero County,4,40.3
Ouray County,1,54.4
Ouray County,2,54.6
Ouray County,3,54.3
Ouray County,4,54.1
Park County,1,51.5
Park County,2,51.5
Park County,3,51.2
Park County,4,51.1
Phillips County,1,41.1
Phillips County,2,41.0
Phillips County,3,40.9
Phillips County,4,41.6
Pitkin County,1,45.6
Pitkin County,2,45.7
Pitkin County,3,45.9
Pitkin County,4,46.6
Prowers County,1,37.3
Prowers County,2,37.2
Prowers County,3,37.3
Prowers County,4,37.3
Pueblo County,1,39.6
Pueblo County,2,39.6
Pueblo County,3,39.7
Pueblo County,4,39.8
Rio Blanco County,1,38.0
Rio Blanco County,2,38.0
Rio Blanco County,3,39.1
Rio Blanco County,4,39.4
Rio Grande County,1,41.3
Rio Grande County,2,41.4
Rio Grande County,3,41.8
Rio Grande County,4,41.8
Routt County,1,42.3
Routt County,2,42.4
Routt County,3,42.8
Routt County,4,43.4
Saguache County,1,48.5
Saguache County,2,48.6
Saguache County,3,48.9
Saguache County,4,49.1
San Juan County,1,49.1
San Juan County,2,49.1
San Juan County,3,48.3
San Juan County,4,47.4
San Miguel County,1,43.0
San Miguel County,2,43.1
San Miguel County,3,43.3
San Miguel County,4,44.2
Sedgwick County,1,48.6
Sedgwick County,2,48.6
Sedgwick County,3,49.5
Sedgwick County,4,49.9
Summit County,1,39.5
Summit County,2,39.6
Summit County,3,40.3
Summit County,4,40.7
Teller County,1,50.8
Teller County,2,50.8
Teller County,3,50.9
Teller County,4,51.0
Washington County,1,41.9
Washington County,2,41.9
Washington County,3,41.7
Washington County,4,41.6
Weld County,1,34.9
Weld County,2,35.0
Weld County,3,35.2
Weld County,4,35.3
Yuma County,1,37.4
Yuma County,2,37.5
Yuma County,3,37.5
Yuma County,4,37.5
Capitol Planning Region,1,39.8
Capitol Planning Region,2,39.8
Capitol Planning Region,3,39.6
Capitol Planning Region,4,39.7
Greater Bridgeport Planning Region,1,40.4
Greater Bridgeport Planning Region,2,40.4
Greater Bridgeport Planning Region,3,40.4
Greater Bridgeport Planning Region,4,40.6
Lower Connecticut River Valley Planning Region,1,45.8
Lower Connecticut River Valley Planning Region,2,45.8
Lower Connecticut River Valley Planning Region,3,45.5
Lower Connecticut River Valley Planning Region,4,45.6
Naugatuck Valley Planning Region,1,41.2
Naugatuck Valley Planning Region,2,41.2
Naugatuck Valley Planning Region,3,41.2
Naugatuck Valley Planning Region,4,41.2
Northeastern Connecticut Planning Region,1,42.2
Northeastern Connecticut Planning Region,2,42.3
Northeastern Connecticut Planning Region,3,42.4
Northeastern Connecticut Planning Region,4,42.6
Northwest Hills Planning Region,1,44.9
Northwest Hills Planning Region,2,45.0
Northwest Hills Planning Region,3,44.9
Northwest Hills Planning Region,4,45.0
South Central Connecticut Planning Region,1,40.1
South Central Connecticut Planning Region,2,40.1
South Central Connecticut Planning Region,3,39.8
South Central Connecticut Planning Region,4,40.0
Southeastern Connecticut Planning Region,1,41.6
Southeastern Connecticut Planning Region,2,41.6
Southeastern Connecticut Planning Region,3,41.6
Southeastern Connecticut Planning Region,4,41.7
Western Connecticut Planning Region,1,41.1
Western Connecticut Planning Region,2,41.1
Western Connecticut Planning Region,3,41.1
Western Connecticut Planning Region,4,41.2
Kent County,1,38.1
Kent County,2,38.1
Kent County,3,38.4
Kent County,4,38.6
New Castle County,1,38.9
New Castle County,2,38.9
New Castle County,3,39.2
New Castle County,4,39.3
Sussex County,1,51.2
Sussex County,2,51.3
Sussex County,3,51.9
Sussex County,4,52.7
District of Columbia,1,34.4
District of Columbia,2,35.0
District of Columbia,3,34.8
District of Columbia,4,34.8
Alachua County,1,31.8
Alachua County,2,31.8
Alachua County,3,32.0
Alachua County,4,32.4
Baker County,1,37.4
Baker County,2,37.4
Baker County,3,37.4
Baker County,4,37.6
Bay County,1,41.8
Bay County,2,41.9
Bay County,3,41.5
Bay County,4,41.2
Bradford County,1,40.0
Bradford County,2,40.1
Bradford County,3,40.2
Bradford County,4,40.4
Brevard County,1,47.4
Brevard County,2,47.4
Brevard County,3,47.2
Brevard County,4,47.0
Broward County,1,40.9
Broward County,2,40.9
Broward County,3,41.3
Broward County,4,41.5
Calhoun County,1,41.6
Calhoun County,2,41.5
Calhoun County,3,41.8
Calhoun County,4,41.4
Charlotte County,1,60.0
Charlotte County,2,60.0
Charlotte County,3,60.2
Charlotte County,4,60.2
Citrus County,1,57.0
Citrus County,2,57.0
Citrus County,3,57.0
Citrus County,4,57.0
Clay County,1,40.1
Clay County,2,40.2
Clay County,3,40.2
Clay County,4,40.5
Collier County,1,52.1
Collier County,2,52.2
Collier County,3,52.7
Collier County,4,53.0
Columbia County,1,41.1
Columbia County,2,41.2
Columbia County,3,41.4
Columbia County,4,41.4
DeSoto County,1,41.6
DeSoto County,2,41.6
DeSoto County,3,42.3
DeSoto County,4,42.5
Dixie County,1,46.0
Dixie County,2,46.2
Dixie County,3,45.8
Dixie County,4,46.4
Duval County,1,36.6
Duval County,2,36.7
Duval County,3,36.8
Duval County,4,36.9
Escambia County,1,37.8
Escambia County,2,37.8
Escambia County,3,37.8
Escambia County,4,37.9
Flagler County,1,52.6
Flagler County,2,52.7
Flagler County,3,52.9
Flagler County,4,53.0
Franklin County,1,47.7
Franklin County,2,47.9
Franklin County,3,49.2
Franklin County,4,49.7
Gadsden County,1,42.2
Gadsden County,2,42.3
Gadsden County,3,42.5
Gadsden County,4,42.7
Gilchrist County,1,43.1
Gilchrist County,2,43.1
Gilchrist County,3,42.9
Gilchrist County,4,42.5
Glades County,1,46.8
Glades County,2,47.1
Glades County,3,46.9
Glades County,4,47.4
Gulf County,1,47.4
Gulf County,2,47.3
Gulf County,3,47.3
Gulf County,4,46.8
Hamilton County,1,40.2
Hamilton County,2,40.5
Hamilton County,3,41.7
Hamilton County,4,41.4
Hardee County,1,35.2
Hardee County,2,35.3
Hardee County,3,35.6
Hardee County,4,35.5
Hendry County,1,34.8
Hendry County,2,34.8
Hendry County,3,35.2
Hendry County,4,35.4
Hernando County,1,48.4
Hernando County,2,48.4
Hernando County,3,48.0
Hernando County,4,47.4
Highlands County,1,54.1
Highlands County,2,54.2
Highlands County,3,54.1
Highlands County,4,54.3
Hillsborough County,1,37.6
Hillsborough County,2,37.7
Hillsborough County,3,37.8
Hillsborough County,4,37.9
Holmes County,1,42.4
Holmes County,2,42.5
Holmes County,3,42.5
Holmes County,4,42.2
Indian River County,1,54.7
Indian River County,2,54.8
Indian River County,3,55.2
Indian River County,4,55.6
Jackson County,1,42.7
Jackson County,2,42.7
Jackson County,3,42.5
Jackson County,4,42.2
Jefferson County,1,48.3
Jefferson County,2,48.4
Jefferson County,3,48.7
Jefferson County,4,48.0
Lafayette County,1,39.6
Lafayette County,2,39.9
Lafayette County,3,40.6
Lafayette County,4,41.2
Lake County,1,47.1
Lake County,2,47.2
Lake County,3,46.9
Lake County,4,46.7
Lee County,1,49.1
Lee County,2,49.2
Lee County,3,49.4
Lee County,4,49.4
Leon County,1,31.7
Leon County,2,31.5
Leon County,3,31.5
Leon County,4,31.8
Levy County,1,47.5
Levy County,2,47.6
Levy County,3,47.6
Levy County,4,47.5
Liberty County,1,39.9
Liberty County,2,40.0
Liberty County,3,40.7
Liberty County,4,40.5
Madison County,1,44.1
Madison County,2,44.3
Madison County,3,44.3
Madison County,4,44.6
Manatee County,1,49.5
Manatee County,2,49.6
Manatee County,3,49.9
Manatee County,4,50.0
Marion County,1,48.6
Marion County,2,48.7
Marion County,3,48.6
Marion County,4,48.4
Martin County,1,53.2
Martin County,2,53.3
Martin County,3,53.4
Martin County,4,53.6
Miami-Dade County,1,40.5
Miami-Dade County,2,40.6
Miami-Dade County,3,40.9
Miami-Dade County,4,41.0
Monroe County,1,48.3
Monroe County,2,48.4
Monroe County,3,48.7
Monroe County,4,49.0
Nassau County,1,45.9
Nassau County,2,46.0
Nassau County,3,46.1
Nassau County,4,46.4
Okaloosa County,1,37.3
Okaloosa County,2,37.3
Okaloosa County,3,37.5
Okaloosa County,4,37.6
Okeechobee County,1,41.6
Okeechobee County,2,41.6
Okeechobee County,3,41.5
Okeechobee County,4,41.7
Orange County,1,35.8
Orange County,2,35.9
Orange County,3,36.3
Orange County,4,36.6
Osceola County,1,36.6
Osceola County,2,36.7
Osceola County,3,36.8
Osceola County,4,37.0
Palm Beach County,1,45.2
Palm Beach County,2,45.3
Palm Beach County,3,45.5
Palm Beach County,4,45.6
Pasco County,1,44.0
Pasco County,2,44.0
Pasco County,3,43.8
Pasco County,4,43.5
Pinellas County,1,48.9
Pinellas County,2,48.9
Pinellas County,3,49.2
Pinellas County,4,49.3
Polk County,1,40.0
Polk County,2,40.0
Polk County,3,39.7
Polk County,4,39.5
Putnam County,1,45.1
Putnam County,2,45.1
Putnam County,3,45.0
Putnam County,4,45.2
St. Johns County,1,44.1
St. Johns County,2,44.2
St. Johns County,3,44.1
St. Johns County,4,44.3
St. Lucie County,1,45.6
St. Lucie County,2,45.6
St. Lucie County,3,45.4
St. Lucie County,4,45.2
Santa Rosa County,1,39.8
Santa Rosa County,2,39.9
Santa Rosa County,3,40.0
Santa Rosa County,4,40.2
Sarasota County,1,57.2
Sarasota County,2,57.3
Sarasota County,3,57.5
Sarasota County,4,57.5
Seminole County,1,39.4
Seminole County,2,39.4
Seminole County,3,39.8
Seminole County,4,39.8
Sumter County,1,68.1
Sumter County,2,68.3
Sumter County,3,68.4
Sumter County,4,68.1
Suwannee County,1,43.0
Suwannee County,2,43.0
Suwannee County,3,43.1
Suwannee County,4,43.0
Taylor County,1,41.9
Taylor County,2,42.0
Taylor County,3,42.7
Taylor County,4,42.4
Union County,1,39.2
Union County,2,38.8
Union County,3,38.6
Union County,4,38.5
Volusia County,1,47.0
Volusia County,2,47.1
Volusia County,3,46.9
Volusia County,4,46.8
Wakulla County,1,40.9
Wakulla County,2,41.0
Wakulla County,3,41.0
Wakulla County,4,41.1
Walton County,1,44.3
Walton County,2,44.3
Walton County,3,44.1
Walton County,4,44.1
Washington County,1,41.0
Washington County,2,41.0
Washington County,3,41.5
Washington County,4,41.5
Appling County,1,39.5
Appling County,2,39.7
Appling County,3,39.5
Appling County,4,39.4
Atkinson County,1,36.0
Atkinson County,2,35.9
Atkinson County,3,35.9
Atkinson County,4,36.6
Bacon County,1,38.5
Bacon County,2,38.5
Bacon County,3,38.4
Bacon County,4,37.8
Baker County,1,47.3
Baker County,2,47.3
Baker County,3,47.1
Baker County,4,47.9
Baldwin County,1,36.1
Baldwin County,2,36.1
Baldwin County,3,36.4
Baldwin County,4,36.4
Banks County,1,41.7
Banks County,2,41.8
Banks County,3,41.6
Banks County,4,41.2
Barrow County,1,36.0
Barrow County,2,36.0
Barrow County,3,36.0
Barrow County,4,36.2
Bartow County,1,38.3
Bartow County,2,38.3
Bartow County,3,38.2
Bartow County,4,38.2
Ben Hill County,1,39.4
Ben Hill County,2,39.5
Ben Hill County,3,39.4
Ben Hill County,4,39.6
Berrien County,1,40.0
Berrien County,2,40.0
Berrien County,3,39.9
Berrien County,4,40.0
Bibb County,1,36.6
Bibb County,2,36.6
Bibb County,3,36.7
Bibb County,4,36.6
Bleckley County,1,38.7
Bleckley County,2,38.8
Bleckley County,3,39.7
Bleckley County,4,40.1
Brantley County,1,40.8
Brantley County,2,40.8
Brantley County,3,40.7
Brantley County,4,40.7
Brooks County,1,43.1
Brooks County,2,43.1
Brooks County,3,43.1
Brooks County,4,43.5
Bryan County,1,34.5
Bryan County,2,34.5
Bryan County,3,34.6
Bryan County,4,35.0
Bulloch County,1,29.5
Bulloch County,2,29.6
Bulloch County,3,30.0
Bulloch County,4,30.1
Burke County,1,38.4
Burke County,2,38.5
Burke County,3,39.0
Burke County,4,39.2
Butts County,1,38.8
Butts County,2,38.8
Butts County,3,38.6
Butts County,4,38.3
Calhoun County,1,40.3
Calhoun County,2,40.2
Calhoun County,3,40.5
Calhoun County,4,40.5
Camden County,1,33.6
Camden County,2,33.7
Camden County,3,33.8
Camden County,4,34.2
Candler County,1,39.6
Candler County,2,39.5
Candler County,3,39.3
Candler County,4,38.9
Carroll County,1,35.3
Carroll County,2,35.3
Carroll County,3,35.3
Carroll County,4,35.3
Catoosa County,1,41.1
Catoosa County,2,41.2
Catoosa County,3,41.1
Catoosa County,4,41.3
Charlton County,1,38.9
Charlton County,2,39.0
Charlton County,3,38.8
Charlton County,4,38.9
Chatham County,1,36.8
Chatham County,2,36.9
Chatham County,3,37.2
Chatham County,4,37.3
Chattahoochee County,1,25.1
Chattahoochee County,2,25.1
Chattahoochee County,3,25.1
Chattahoochee County,4,25.4
Chattooga County,1,40.5
Chattooga County,2,40.6
Chattooga County,3,40.9
Chattooga County,4,40.8
Cherokee County,1,39.7
Cherokee County,2,39.8
Cherokee County,3,40.0
Cherokee County,4,40.2
Clarke County,1,29.0
Clarke County,2,29.0
Clarke County,3,29.0
Clarke County,4,29.1
Clay County,1,47.3
Clay County,2,47.2
Clay County,3,46.7
Clay County,4,46.9
Clayton County,1,32.9
Clayton County,2,32.9
Clayton County,3,33.3
Clayton County,4,33.6
Clinch County,1,38.1
Clinch County,2,38.2
Clinch County,3,37.8
Clinch County,4,37.4
Cobb County,1,37.3
Cobb County,2,37.4
Cobb County,3,37.6
Cobb County,4,37.7
Coffee County,1,36.2
Coffee County,2,36.2
Coffee County,3,36.3
Coffee County,4,36.2
Colquitt County,1,37.2
Colquitt County,2,37.2
Colquitt County,3,37.3
Colquitt County,4,37.3
Columbia County,1,37.2
Columbia County,2,37.3
Columbia County,3,37.5
Columbia County,4,37.8
Cook County,1,38.6
Cook County,2,38.6
Cook County,3,38.4
Cook County,4,38.1
Coweta County,1,39.3
Coweta County,2,39.4
Coweta County,3,39.5
Coweta County,4,39.7
Crawford County,1,45.0
Crawford County,2,45.0
Crawford County,3,44.6
Crawford County,4,44.7
Crisp County,1,40.4
Crisp County,2,40.4
Crisp County,3,40.7
Crisp County,4,40.4
Dade County,1,42.2
Dade County,2,42.2
Dade County,3,42.4
Dade County,4,43.0
Dawson County,1,43.5
Dawson County,2,43.5
Dawson County,3,43.1
Dawson County,4,42.5
Decatur County,1,38.5
Decatur County,2,38.6
Decatur County,3,38.7
Decatur County,4,38.7
DeKalb County,1,36.3
DeKalb County,2,36.4
DeKalb County,3,36.6
DeKalb County,4,36.7
Dodge County,1,42.6
Dodge County,2,42.7
Dodge County,3,42.8
Dodge County,4,42.9
Dooly County,1,44.9
Dooly County,2,45.0
Dooly County,3,45.5
Dooly County,4,45.6
Dougherty County,1,36.5
Dougherty County,2,36.6
Dougherty County,3,37.5
Dougherty County,4,36.4
Douglas County,1,36.8
Douglas County,2,36.9
Douglas County,3,36.8
Douglas County,4,36.8
Early County,1,40.4
Early County,2,40.3
Early County,3,41.1
Early County,4,41.2
Echols County,1,36.0
Echols County,2,36.2
Echols County,3,36.8
Echols County,4,37.5
Effingham County,1,36.2
Effingham County,2,36.3
Effingham County,3,36.5
Effingham County,4,36.6
Elbert County,1,42.3
Elbert County,2,42.3
Elbert County,3,42.3
Elbert County,4,42.2
Emanuel County,1,37.4
Emanuel County,2,37.4
Emanuel County,3,37.4
Emanuel County,4,37.3
Evans County,1,37.5
Evans County,2,37.5
Evans County,3,37.9
Evans County,4,38.0
Fannin County,1,53.4
Fannin County,2,53.6
Fannin County,3,53.9
Fannin County,4,54.3
Fayette County,1,43.2
Fayette County,2,43.2
Fayette County,3,43.2
Fayette County,4,43.3
Floyd County,1,38.0
Floyd County,2,38.0
Floyd County,3,38.0
Floyd County,4,37.9
Forsyth County,1,39.0
Forsyth County,2,39.1
Forsyth County,3,39.3
Forsyth County,4,39.7
Franklin County,1,40.4
Franklin County,2,40.4
Franklin County,3,40.7
Franklin County,4,40.0
Fulton County,1,36.0
Fulton County,2,36.0
Fulton County,3,36.4
Fulton County,4,36.4
Gilmer County,1,49.0
Gilmer County,2,49.1
Gilmer County,3,49.6
Gilmer County,4,49.9
Glascock County,1,43.2
Glascock County,2,43.3
Glascock County,3,43.5
Glascock County,4,43.2
Glynn County,1,43.0
Glynn County,2,43.1
Glynn County,3,43.4
Glynn County,4,43.7
Gordon County,1,38.8
Gordon County,2,38.8
Gordon County,3,39.0
Gordon County,4,39.2
Grady County,1,40.0
Grady County,2,40.1
Grady County,3,40.5
Grady County,4,40.6
Greene County,1,51.1
Greene County,2,51.4
Greene County,3,52.1
Greene County,4,52.7
Gwinnett County,1,35.8
Gwinnett County,2,35.8
Gwinnett County,3,36.0
Gwinnett County,4,36.2
Habersham County,1,39.5
Habersham County,2,39.5
Habersham County,3,39.4
Habersham County,4,39.4
Hall County,1,37.6
Hall County,2,37.7
Hall County,3,37.9
Hall County,4,38.0
Hancock County,1,46.6
Hancock County,2,46.5
Hancock County,3,46.5
Hancock County,4,47.6
Haralson County,1,38.8
Haralson County,2,38.8
Haralson County,3,38.6
Haralson County,4,38.4
Harris County,1,43.3
Harris County,2,43.2
Harris County,3,43.2
Harris County,4,43.0
Hart County,1,44.9
Hart County,2,45.0
Hart County,3,45.1
Hart County,4,45.1
Heard County,1,40.8
Heard County,2,40.7
Heard County,3,40.9
Heard County,4,40.5
Henry County,1,37.2
Henry County,2,37.2
Henry County,3,37.2
Henry County,4,37.2
Houston County,1,35.9
Houston County,2,35.9
Houston County,3,36.0
Houston County,4,36.1
Irwin County,1,40.0
Irwin County,2,40.0
Irwin County,3,40.4
Irwin County,4,40.9
Jackson County,1,37.9
Jackson County,2,37.9
Jackson County,3,37.8
Jackson County,4,38.0
Jasper County,1,41.6
Jasper County,2,41.6
Jasper County,3,40.8
Jasper County,4,41.0
Jeff Davis County,1,37.7
Jeff Davis County,2,37.8
Jeff Davis County,3,37.8
Jeff Davis County,4,37.9
Jefferson County,1,39.8
Jefferson County,2,39.9
Jefferson County,3,39.7
Jefferson County,4,40.0
Jenkins County,1,38.6
Jenkins County,2,38.7
Jenkins County,3,38.8
Jenkins County,4,38.6
Johnson County,1,42.8
Johnson County,2,42.9
